database	gs_name	gs_description	size	ES	mean_rank_metric	median_rank_metric	rank_shift_z	p_up	p_down	pvalue	padj	direction	leadingEdge	term_upper	biology_axis	term_caution_reason	has_term_caution	reporting_tier
GO_BP	GOBP_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA	Any process that regulates the rate, frequency, or extent of gene silencing by RNA. Gene silencing by RNA is the process in which RNA molecules inactivate expression of target genes. [GOC:dph, GOC:tb]	39	-0.4028571648706683	-0.2729192669614301	-0.292530864097982	-0.3137437728828494	0.9761039654052288	0.0238969811026803	0.0238969811026803	0.1278310910577562	down_in_late	RIPK1,TRIM71,LIN28B,LIN28A,DDB1,HOXB-AS3,ZC3H10,ELOC,FMR1,PUM2,ADAR,ZFP36,DCAF12,MAEL,BMP4,RBX1,LINC-ROR,IL6,TGFB1,ZSWIM8,DGCR8,CUL4A,ERI2,BCDIN3D,PRKRA,ELAVL1,TRUB1	GOBP_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA	other	.	False	interpretable_FDR025
REACTOME	REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	Regulation of FOXO transcriptional activity by acetylation	10	-0.67694355206998	-0.4630110579141675	-0.4938395337805367	-0.5240108093603811	0.9407725885469982	0.0592313302547277	0.0592313302547277	0.128501869027206	down_in_late	CREBBP,FOXO3,TXNIP,EP300,SIRT3	REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	Any process that modulates the frequency, rate or extent of DNA-templated transcription initiation. [GOC:mah, GOC:txnOH]	87	-0.3196792659979576	-0.1811984903539379	-0.290171684419415	-0.2122882824378665	0.9757318149720347	0.0242688265586298	0.0242688265586298	0.1294080603480801	down_in_late	MED29,MED14,NME2,FOSL1,THRA,HNF1A,MED25,TBP,MED11,CEBPA,MED30,MED17,MED9,NKX2-5,MED19,ERCC6,MED20,MED1,SRF,TAF1,WNT10B,TP53,TAF11,PAXIP1,GTF2A1,TAF5,TAF9,MED18,MED8,MED31,NFKBIA,DHX36,MED22,ZNHIT1,TAF3,XPA,CAND1,TAF4,MED24,MED7,TAF2,SUB1,MED16,RRN3,TAF12,MED12,MED6,CTNNBIP1,TAF6,TAF7,RPS3,MED26,KAT8,TAF10,NFKB1,TWIST1,ZNF451,MITF,MED23	GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	Any process that stops, prevents or reduces the frequency, rate or extent of autophagosome assembly. [GO_REF:0000058, GOC:als, GOC:autophagy, GOC:TermGenie, PMID:21975012]	13	-0.5309391366058003	-0.4720045290987328	-0.591819310169187	-0.5339587956681897	0.9754791167189822	0.0245225592914606	0.0245225592914606	0.1301405805021818	down_in_late	SMCR8,NUPR1,MTM1,FEZ1,SCFD1,TMEM39A,PHF23	GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	other	.	False	interpretable_FDR025
GO_BP	GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	Any process that modulates the frequency, rate or extent of an oxidative stress-induced intrinsic apoptotic signaling pathway. [GOC:BHF, GOC:mtg_apoptosis, GOC:TermGenie, PMID:11672522]	42	-0.3726983165935467	-0.277390089587946	-0.310729263566754	-0.3186891028183641	0.9754397719264292	0.0245611613529618	0.0245611613529618	0.1301405805021818	down_in_late	IL10,HSPB1,PRKN,MMP2,HIF1A,PARP1,NFE2L2,GPX1,P4HB,TRAP1,MAPK7,GATA4,SOD1,VNN1,AKT1,NOL3,SFPQ,PRODH,UBQLN1,TREM2,WNT1,NONO,NME5,MCL1,CTNNB1,PPIA,RACK1	GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	metabolism_hypoxia_lipid	.	False	interpretable_FDR025
REACTOME	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	Transcriptional Regulation by VENTX	39	-0.2939036674915529	-0.1946220229396935	-0.239446598294164	-0.2271365112946727	0.939627853816998	0.0603741596174209	0.0603741596174209	0.1307797180635826	down_in_late	ANAPC1,ANAPC11,VENTX,CSF1R,ANAPC2,TNRC6A,ANAPC16,TP53,FZR1,MOV10,EHMT1,ANAPC5,CDKN2A,CDC26,IL6,RELA,AGO4,ANAPC7,UBE2D1,UBE2E1,CEBPB,CDC23,LEF1	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	other	.	False	interpretable_FDR025
KEGG	KEGG_LIMONENE_AND_PINENE_DEGRADATION	Limonene and pinene degradation	10	-0.5511895588536879	-0.4615132867480366	-0.4684512194460675	-0.5223540734074744	0.9610366542432606	0.0389661490510967	0.0389661490510967	0.1309114642337329	down_in_late	ALDH3A2,EHHADH,ALDH1B1,ALDH2,YOD1,HADHA	KEGG_LIMONENE_AND_PINENE_DEGRADATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_LEUKOCYTE_DEGRANULATION	The regulated exocytosis of secretory granules by a leukocyte. [GO_REF:0000022, GOC:add, ISBN:0781735149]	77	-0.3978216077785853	-0.2428037551489003	-0.161134497769368	-0.280431974466477	0.9751407044012832	0.0248599915338052	0.0248599915338052	0.1312315982034888	down_in_late	ADORA2B,UNC13D,GNAI1,CHGA,LAT,GATA1,PLA2G3,AP1G1,HCK,CD160,FCGR2B,GRP,PTGDR,CD300A,PDPK1,RABGEF1,ANXA3,SPI1,ADGRE2,FGR,S100A13,FCER1G,CPLX2,BTK,NR4A3,FCER1A,F2RL1,GATA2,GAB2,CBL,ITGAM,MILR1,SLC18A2,ADORA3,GPR15LG,PTGDS,LGALS9,KLRC2,STX4,RAB27A,FOXF1,ITGB2,NCKAP1L,PIK3CD,VAMP2,CCL3,SPHK2,VAMP8,LAMP1	GOBP_LEUKOCYTE_DEGRANULATION	immune_antigen_T_NK	.	False	interpretable_FDR025
GO_BP	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	Any process that modulates the frequency, rate or extent of ubiquitin-dependent protein catabolic process. [GOC:BHF]	180	-0.3374266285071662	-0.1532927930150288	-0.0443579692968877	-0.1814208354487946	0.975105893757068	0.0248945612412017	0.0248945612412017	0.1312315982034888	down_in_late	TGFB1I1,RNF139,UBQLN4,DDRGK1,HAMP,GSK3A,PRKN,AGBL4,AURKA,CEBPA,BAG2,COMMD1,CAV3,FBXO32,SMARCC1,HSPA1B,DMWD,NKD2,AXIN1,SUFU,PSEN1,CSNK1A1,HERPUD1,CHFR,SGTA,TTC36,PRICKLE1,PLK1,COP1,NFE2L2,PTK2B,CSNK2A2,STYX,USP38,MAPK9,HFE,TAF1,GNA12,FOXF2,SMAD7,WNT10B,BCAP31,FBXO22,SMURF1,XPO1,GSK3B,HECTD1,SH3RF2,PHF20L1,USP9X,MTOR,GLMN,CDK2,BBS7,TRIB2,TAF9,TRIB3,GBA1,CDK1,ZNF418,STUB1,FBXW8,SIRT2,CDK5RAP3,ZER1,VCP,TMEM168,MTM1,FZR1,CSNK2A1,CLU,N4BP1,SHH,SOCS4,HSP90AB1,PBK,EIF3H,AKT1,CDKN2A,RNF180,CSNK1D,USP7,HIPK2,RCHY1,PTK2,RBX1,OGT,GABARAP,CDC20B,IKBKG,MAP1A,PLK3,ZFAND2A,CCDC22,TLK2,SIRT6,CSNK1E,PABIR3,SOCS5,CSNK2B,IL33,ARHGAP5-AS1,SENP1,DNAJB2,DESI1,DAB2,UBE3A,CAMLG,WNT1,HSPA1A,TRIM67,LATS1,TRAF7,GIPC1,RPL23,CBX4,TRIB1,DDA1,TF,UCHL5,PANO1,CBFA2T3,PTEN,PABPN1L,PAQR3,RACK1,PSMD10,SUMO1	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	other	.	False	interpretable_FDR025
GO_BP	GOBP_RNA_METHYLATION	Posttranscriptional addition of a methyl group to either a nucleotide or 2'-O ribose in a polyribonucleotide. Usually uses S-adenosylmethionine as a cofactor. [GOC:hjd, PMID:21823225]	88	-0.3139002933757532	-0.1652040437554577	-0.258092984136187	-0.1945962775937607	0.9751033689275956	0.024897282770894	0.024897282770894	0.1312315982034888	down_in_late	SNRPF,METTL15P1,RAMAC,MTO1,TRMT6,RBM15B,NSUN5P1,LSM10,DALRD3,RNMT,NSUN5,NOP2,TRMT11,TRMT112,MRM2,SNRPD1,METTL5,SNRPE,THADA,HENMT1,WDR6,METTL3,WDR4,SNRPB,NOP56,TRMT9B,ZCCHC4,TARBP1,TRMT12,SNRPD2,FDXACB1,AKT1,TRMT61A,SPOUT1,DIMT1,TRMT10B,TRMT5,TRMT1L,NOP58,THUMPD3,METTL2A,EMG1,TRMO,TRMT13,METTL8,LCMT2,RAMACL,TGS1,TRMT10C,THUMPD2,TRMT44,METTL6,GTPBP3,BCDIN3D,NSUN6,HSD17B10	GOBP_RNA_METHYLATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_GLUTAMINE_METABOLIC_PROCESS	The chemical reactions and pathways involving glutamine, 2-amino-4-carbamoylbutanoic acid. [GOC:ai]	19	-0.4473311646110634	-0.3756457317278691	-0.412827158208256	-0.4273730317056204	0.9750383016243164	0.0249631054631821	0.0249631054631821	0.1314410537397854	down_in_late	CPS1,GLS,ARHGAP11B,MTTP,PFAS,ASL,GLUD1,CAD,LGSN,UCP2,BLOC1S6,GLS2,MECP2	GOBP_GLUTAMINE_METABOLIC_PROCESS	other	.	False	interpretable_FDR025
REACTOME	REACTOME_RHOH_GTPASE_CYCLE	RHOH GTPase cycle	35	-0.4198270647622056	-0.2838100620997398	-0.269826221237076	-0.3257904541579269	0.939126674021134	0.0608754652752965	0.0608754652752965	0.1315116263675064	down_in_late	PAK4,STOM,NSFL1C,SLC4A7,TFRC,ROCK2,JUP,DBN1,UACA,FAM91A1,RAB7A,PAK6,ARHGDIA,VCP,WDR11,TUBA1B,CAV1,LCK,ZAP70,RHOH,ROCK1,SLC1A5,TMEM59,PAK2,RALGAPA1	REACTOME_RHOH_GTPASE_CYCLE	other	.	False	interpretable_FDR025
REACTOME	REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	Disassembly of the destruction complex and recruitment of AXIN to the membrane	29	-0.3362048655794965	-0.2168636353611454	-0.342052636339557	-0.2517387200849687	0.939103501412814	0.0608988497099532	0.0608988497099532	0.1315116263675064	down_in_late	WNT8B,PPP2CB,AXIN1,PPP2CA,CSNK1A1,AMER1,PPP2R1A,PPP2R1B,GSK3B,PPP2R5A,CAV1,DVL2,FZD2,WNT1,PPP2R5B,FRAT1	REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	other	.	False	interpretable_FDR025
REACTOME	REACTOME_PERK_REGULATES_GENE_EXPRESSION	PERK regulates gene expression	31	-0.4014373340993202	-0.2297965291481773	-0.215896190435745	-0.2660442365728112	0.9389469263329042	0.0610553521820888	0.0610553521820888	0.1315255925456152	down_in_late	CXCL8,DDIT3,EXOSC9,EXOSC7,HERPUD1,NFYA,EXOSC5,EXOSC3,KHSRP,NFYC,CCL2,EIF2S1,NFYB,PARN,EXOSC4,EIF2S2,CEBPB,EXOSC8,EXOSC1,ASNS,DCP2	REACTOME_PERK_REGULATES_GENE_EXPRESSION	other	.	False	interpretable_FDR025
REACTOME	REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS	Developmental Lineage of Mammary Gland Luminal Epithelial Cells	24	-0.4386580339596119	-0.3798014796829009	-0.364801200750774	-0.4319698467625598	0.938762731857149	0.0612398640938507	0.0612398640938507	0.1315255925456152	down_in_late	ERBB2,KRT19,CDH1,KRT8,CD44,AREG,KRT18,ELF5,CD24,ITGB1,PGR,ESR1,EPCAM,MUC1,TP63,ANKRD30A,KRT5,EGF	REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS	other	.	False	interpretable_FDR025
REACTOME	REACTOME_CO_STIMULATION_BY_ICOS	Co-stimulation by ICOS	11	-0.4841592092360329	-0.387870206274223	-0.313479845224758	-0.4408949414234153	0.9387610520063868	0.0612427833357797	0.0612427833357797	0.1315255925456152	down_in_late	ICOSLG,PIK3CA,PIK3R2,PIK3R5,PIK3CD,ICOS,PIK3CB	REACTOME_CO_STIMULATION_BY_ICOS	other	.	False	interpretable_FDR025
REACTOME	REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	Regulation of MECP2 expression and activity	31	-0.4008218711836335	-0.2572688827481473	-0.199620986010307	-0.2964323472196553	0.9387233157797996	0.061278969254207	0.061278969254207	0.1315255925456152	down_in_late	CAMK2G,AURKB,HTT,TNRC6A,CAMK2D,GPS2,TBL1X,CALM1,MOV10,HIPK2,CAMK2A,HDAC2,AGO4,HDAC1,FOXG1,TBL1XR1,PRKACA,NCOR2,HDAC3,NCOR1,AGO2,AGO1,TNRC6C,CAMK2B,MECP2	REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	other	.	False	interpretable_FDR025
GO_BP	GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	Any process that modulates the frequency, rate or extent of monocyte differentiation. [GOC:go_curators]	18	-0.5457570743939215	-0.5811389650843392	-0.263063633722749	-0.6546761307899664	0.9749681027516478	0.0250333463239283	0.0250333463239283	0.1315734277378089	down_in_late	IL34,GPR68,IRF7,ZFP36L1,CSF1,MIR125B1,CD4,ACIN1,DCSTAMP,ZBTB46,CTNNBIP1	GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_TRNA_5_END_PROCESSING	The process in which the 5' end of a pre-tRNA molecule is converted to that of a mature tRNA. [GOC:dos, GOC:pf, PMID:27484477]	16	-0.462083884758177	-0.3526928266207921	-0.4785173624781275	-0.401984037729468	0.9749610695963014	0.0250404677913392	0.0250404677913392	0.1315734277378089	down_in_late	RPP30,RPP21,POP5,RPP38,RPP14,SSB,TRMT10C,POP7	GOBP_TRNA_5_END_PROCESSING	other	.	False	interpretable_FDR025
GO_BP	GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	The directed movement of substances from the Golgi to other parts of the cell, including organelles and the plasma membrane, mediated by small transport vesicles. [GOC:ai, GOC:mah]	120	-0.2768983480396272	-0.1457602274113183	-0.1357054722694755	-0.1730888068081754	0.9748641327806564	0.0251364295198438	0.0251364295198438	0.1319400711984306	down_in_late	MYO1B,ANK3,EXOC2,RBSN,RAB26,PHAF1,AP2A1,AP1G1,COMMD1,VAMP5,EXOC4,AP1M1,ANKFY1,AP2M1,CORO7,GOPC,ARMH3,STXBP5,GBF1,KRT18,SCAMP3,STXBP5L,OSBPL5,EXOC6B,RAB3IP,LLGL1,RSC1A1,EXOC1,GCC2,BLZF1,AP1M2,CCDC93,KIF16B,LYPLA1,EXOC8,ATP2C1,SORCS1,PKDCC,MON2,LLGL2,EXOC6,RAB31,KIF13A,AP3M1,RAB13,RAB34,OPTN,AP1G2,CNST,AMN,VTI1A,VPS13A,ARFGEF2,GOLGA7,CCDC22,DOP1A,VPS35L,CLN3,BBS2,MYO5A,RABIF,WIPI1,SCAMP1,DNM2,SCFD1,GGA3,DOP1B,EXOC5,EHD3,MACF1,GOLGA4,GAK,RABEP1,VAMP2,AP4M1,AP3D1,SYS1,KLHL20,BBS1,SORT1,NSF,AP3S2,AP1AR,ARL3	GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	other	.	False	interpretable_FDR025
KEGG	KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION	Pathway Definition from KEGG: RTEL1+RAP1+TRF2+TIN2+TRF1+POT1+ACD == telomerase -> Shelterin == CTC1+STN1+TEN1	18	-0.5033340473869566	-0.3921856265284628	-0.2153981993242454	-0.445668375475808	0.9603369952656876	0.0396651243934638	0.0396651243934638	0.1322948560652589	down_in_late	TINF2,NOP10,TERF1,WRAP53,RTEL1,CTC1,STN1,RUVBL1,NHP2,TEN1,GAR1,RUVBL2	KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	Any process that activates or increases the activity of an enzyme. [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]	282	-0.2293279594039588	-0.0888048406941374	-0.1247369156559075	-0.1100885040784749	0.9747322958199208	0.0252680716959614	0.0252680716959614	0.1324930419104576	down_in_late	WNT5A,EDNRA,ORAI1,FGFR3,ERBB2,UNC119,ADORA2B,ARHGAP42,MST1R,ANGPT1,SRGAP2,SIPA1L1,APC2,FLT1,TNFRSF1A,TRAF4,NDEL1,BCAS3,DSTYK,LAT,RIPK1,MAP2K3,CSF1R,CDKN1A,RAPGEF3,AVPR2,VSIR,TNF,CAP2,TIGAR,PDGFB,GIPR,GAS6,USP6NL,MRNIP,PLA2G5,PABPN1,ARHGAP11A,SASH1,GRN,TMIGD3,LTA,SNX9,MMUT,PRSS22,LILRA5,ITGB1BP1,S100A10,RHOG,CRHR1,CACNA1C,RGS16,LTBR,RAP1GAP,PIK3CA,TPD52L1,PLIN5,CASS4,PTK2B,TBC1D30,CHTOP,RIPK3,THY1,RFK,MAP3K10,ARHGAP11B,FGF1,PDGFRB,RGS6,MTSS2,RCN3,TBC1D7,HMGA2,SYDE1,ATPSCKMT,EEF1A2,LTF,TBC1D20,MTOR,RGS8,KIF14,FGFR4,PIP5K1A,TNFRSF10B,FXN,DAB2IP,RIC1,STOX1,DRD5,RALGAPA2,MAP3K4,RALGAPB,ARHGEF5,NF1,DDR2,TRAF6,CHP2,RAPGEF2,CCDC125,TNFSF15,PLXNB1,CHI3L1,FZR1,ABR,P2RY11,MTMR9,F2RL1,USP17L2,RHOC,TRAF2,ALS2,CARD14,NRG1,CREB3,AKT1,FGFR1,CACUL1,TPX2,TLR6,CDC14B,ARAP1,ADORA3,CENPE,JTB,ADCYAP1,CHTF8,PDCD10,EVI5,RGP1,STIM1,MAP3K11,SIRT3,POLG2,RFC3,PIK3R5,NTRK1,DIRAS2,MID1IP1,RGS10,ITGB1,RTN4R,SRCIN1,IRGM,MAPK14,STX4,ASAP3,BCAR3,ACR,XRCC4,EREG,RHOA,NET1,GUCA1A,HNRNPU,SEMA4D,TENM1,SCRIB,DOCK8,EVI5L,S100A12,IGF1,PILRB,CIB1,AZIN2,ARRDC3,ESR1,STK11,SNX13,RALBP1,IP6K2,MAP2K2,CR1,ECT2,PRKAR1A,GCH1,CAP1,LEP,ABI1,PHACTR4,NHEJ1,LCP2,PIM1,EZH2,TSC1,STRADA,MAGEC2,MAP3K7,DOCK10,CARD10,SYDE2,UBE2S,RGS1,RGS7,RAP1A,STRADB,NEK10	GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	other	.	False	interpretable_FDR025
GO_BP	GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the peripheral nervous system. [GOC:dgh]	14	-0.5391184537023093	-0.4323611245966934	-0.6509439062656465	-0.4901078690250902	0.9746839069986138	0.0253177518237399	0.0253177518237399	0.1326155420372409	down_in_late	TBCE,ISL2,ETV1,HOXD10,HAND2,POU4F1,ONECUT2	GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	other	.	False	interpretable_FDR025
KEGG	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	Toll-like receptor signaling pathway	88	-0.2860103406703717	-0.1595532483569633	-0.1774921199450825	-0.1883457393867863	0.9599302764456824	0.0400706891533087	0.0400706891533087	0.1328659692978132	down_in_late	CXCL8,TLR2,CD14,MYD88,RIPK1,MAP2K3,IL1B,TNF,IFNB1,IRAK4,TICAM1,TICAM2,MAP3K8,TBK1,PIK3CA,MAPK10,CCL4,SPP1,MAPK9,IKBKE,MAP2K6,CTSK,CHUK,TLR1,IRF7,TRAF6,LBP,NFKBIA,AKT2,PIK3R2,AKT1,RAC1,TLR6,MAP2K7,TLR5,IRAK1,IKBKB,MAPK13,IKBKG,IL6,PIK3R5,RELA,IRF5,MAPK14,TIRAP,IL12A,CXCL11,IRF3,PIK3CD,MAP2K2,CD86,MAPK12,TOLLIP,CCL3,CD40,CXCL10,CASP8,MAP3K7,LY96,NFKB1,IFNAR2,MAPK11,PIK3CB,MAP2K4,FOS,FADD,CCL5,TAB2,TLR3,MAPK1,MAPK3,CD80	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	other	.	False	interpretable_FDR025
KEGG	KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	Pathway Definition from KEGG: MAD1L1 -> (MAD2L1/2+BUB1B+BUB3) -| (ANAPC+CDC20) -| PTTG -| ESPL1	21	-0.3006057376663607	-0.1995039319522316	-0.478309089481586	-0.2325365579525242	0.9596764445245196	0.0403255443225915	0.0403255443225915	0.1329336257611011	down_in_late	ANAPC1,ANAPC11,MAD1L1,ANAPC2,ANAPC5,CDC26,ANAPC7,BUB1B,PTTG2,CDC23,CDC16,PTTG1	KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	cell_cycle_DNA_repair	.	False	interpretable_FDR025
GO_BP	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	Any regulation of mitochondrial membrane permeability that is involved in apoptotic process. [GOC:mtg_apoptosis, GOC:pm, GOC:TermGenie, PMID:19168129]	41	-0.3881474755817574	-0.2803930080815798	-0.293016078471236	-0.3220107337487441	0.9745462750613852	0.0254546982720665	0.0254546982720665	0.1331944180612078	down_in_late	IER3,CASP6,GSK3A,BCL2L1,FZD9,BAX,EYA2,SLC35F6,GSK3B,NAIF1,BNIP3,TMEM14A,RHOT2,TMEM102,NOL3,ZNF205,CAMK2A,THEM4,ACAA2,HSPA1A,SLC25A5,ATP5IF1,BOK,BAK1,BNIP3L	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	other	.	False	interpretable_FDR025
GO_BP	GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	Any process that modulates the frequency, rate or extent of erythrocyte differentiation. [GOC:go_curators]	50	-0.4088568708603215	-0.3107358662577316	-0.2049665382517519	-0.3555740077595812	0.974476778660854	0.0255241046231473	0.0255241046231473	0.1334190489585471	down_in_late	HIF1A,GATA1,HSPA1B,HMGB2,ID2,ZFPM1,MED1,SPI1,PRKDC,KLF13,LDB1,FOXO3,MAFB,ABCB10,ACVR2A,ZFP36L1,ACVR1B,ZFP36,GATA2,RHEX,HOXA5,KAT7,YPEL4,MAPK14,TAL1,SENP1,INHBA,NCKAP1L,HSPA1A,ISG15,STAT5A,HSPA9	GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	other	.	False	interpretable_FDR025
REACTOME	REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION	Telomere C-strand synthesis initiation	13	-0.4580917754563025	-0.3050794640180038	-0.272944880146476	-0.3493172676336063	0.9375777414852636	0.0624258395002178	0.0624258395002178	0.1337832298573922	down_in_late	TINF2,TERF1,PRIM2,CTC1,STN1,TEN1,POLA1,POLA2	REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	Any process that stops, prevents or reduces the frequency, rate or extent of cardiocyte differentiation. [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23069713]	13	-0.6508817166506154	-0.6734353995031037	-0.272175073936294	-0.756768376043743	0.974263833817302	0.0257379115391975	0.0257379115391975	0.1341192722295932	down_in_late	PRICKLE1,DLL1,MIR200B,SOX6,MIR590,FRS2,HDAC3	GOBP_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_RESPONSE_TO_CADMIUM_ION	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus. [GOC:ai]	38	-0.4686334254294859	-0.3916505078718272	-0.1632432575526425	-0.4450764624135414	0.9742193339831192	0.0257816879495111	0.0257816879495111	0.134123427931007	down_in_late	SLC34A1,CPA1,HMOX1,PPP5C,SLC11A1,MAPK9,MT-CYB,PRNP,CDK1,SOD1,GSS,HAAO,MT1M,NPC1,HESX1,SLC30A1,MT1F,GPI,MT1G,MT1X,PCNA,ABCB6,HSF1,CYP1A2,MTF1	GOBP_RESPONSE_TO_CADMIUM_ION	other	.	False	interpretable_FDR025
GO_BP	GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION	The process in which a uridine at position 34 of a tRNA is post-transcriptionally modified. The wobble nucleoside of the tRNA sequence  (position 34) corresponds to the first position of the anticodon. [GOC:hjd, ISBN:155581073X]	19	-0.4343850255664063	-0.320987027208885	-0.61010501588942	-0.3669131677667019	0.9742095029422884	0.0257919431762543	0.0257919431762543	0.134123427931007	down_in_late	ELP5,MTO1,TRMT112,ELP3,ELP6,TRMT9B,KTI12,ELP4,GTPBP3,CTU2	GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION	other	.	False	interpretable_FDR025
GO_BP	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_LEVELS	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of inorganic nitrogen. [GOC:jl]	10	-0.5354588602877748	-0.4240992542136749	-0.4337415735014485	-0.4809691314052699	0.9741458646929352	0.0258561330494143	0.0258561330494143	0.1342839922509816	down_in_late	MAP1LC3B2,GABARAP,GABARAPL1	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_LEVELS	other	.	False	interpretable_FDR025
GO_BP	GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	The glutamate receptor clustering process in which alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate (AMPA) receptors are localized to distinct domains in the cell membrane. [GOC:BHF, GOC:pr, GOC:sjp, PMID:12796785]	12	-0.4881785441420052	-0.4614844578168273	-0.4739981529612995	-0.5223221847399006	0.9740568712392844	0.0259449576316633	0.0259449576316633	0.1343477969749149	down_in_late	GIT1,SHISA6,DLG4,APOE,SHISA7,FRRS1L,SSH1	GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	other	.	False	interpretable_FDR025
GO_BP	GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	Any process that alters the size or shape of an auditory receptor cell. [GOC:dph, GOC:tb]	20	-0.5258570746451755	-0.396322203563437	-0.3038280058604015	-0.4502439849218851	0.9740064604127976	0.0259949583454129	0.0259949583454129	0.1343477969749149	down_in_late	CDH23,WHRN,LHFPL5,CLRN1,SOD1,PLS1,RAC1,REST,SEC24B,SCRIB,ANKRD24	GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	other	.	False	interpretable_FDR025
